,closePrice,highPrice,lastTradedVolume,lowPrice,openPrice,snapshotTime,averageOpen,averageLow,averageHigh,averageClose
0,"{'ask': 24686.4, 'bid': 24684.8, 'lastTraded': None}","{'ask': 24769.4, 'bid': 24767.8, 'lastTraded': None}",4891,"{'ask': 24674.9, 'bid': 24673.3, 'lastTraded': None}","{'ask': 24747.4, 'bid': 24745.8, 'lastTraded': None}",2018:12:08-00:00:00,24746.6,24674.1,24768.6,24685.6
1,"{'ask': 24645.4, 'bid': 24643.8, 'lastTraded': None}","{'ask': 24686.9, 'bid': 24685.3, 'lastTraded': None}",5123,"{'ask': 24618.9, 'bid': 24617.3, 'lastTraded': None}","{'ask': 24685.9, 'bid': 24684.3, 'lastTraded': None}",2018:12:08-00:05:00,24685.1,24618.1,24686.1,24644.6
2,"{'ask': 24590.4, 'bid': 24588.8, 'lastTraded': None}","{'ask': 24664.4, 'bid': 24662.8, 'lastTraded': None}",4255,"{'ask': 24584.9, 'bid': 24583.3, 'lastTraded': None}","{'ask': 24645.9, 'bid': 24644.3, 'lastTraded': None}",2018:12:08-00:10:00,24645.1,24584.1,24663.6,24589.6
3,"{'ask': 24592.9, 'bid': 24591.3, 'lastTraded': None}","{'ask': 24617.9, 'bid': 24616.3, 'lastTraded': None}",4632,"{'ask': 24575.9, 'bid': 24574.3, 'lastTraded': None}","{'ask': 24589.9, 'bid': 24588.3, 'lastTraded': None}",2018:12:08-00:15:00,24589.1,24575.1,24617.1,24592.1
4,"{'ask': 24536.9, 'bid': 24535.3, 'lastTraded': None}","{'ask': 24600.4, 'bid': 24598.8, 'lastTraded': None}",5491,"{'ask': 24526.9, 'bid': 24525.3, 'lastTraded': None}","{'ask': 24593.4, 'bid': 24591.8, 'lastTraded': None}",2018:12:08-00:20:00,24592.6,24526.1,24599.6,24536.1
5,"{'ask': 24547.9, 'bid': 24546.3, 'lastTraded': None}","{'ask': 24567.4, 'bid': 24565.8, 'lastTraded': None}",5961,"{'ask': 24509.4, 'bid': 24507.8, 'lastTraded': None}","{'ask': 24535.9, 'bid': 24534.3, 'lastTraded': None}",2018:12:08-00:25:00,24535.1,24508.6,24566.6,24547.1
6,"{'ask': 24547.4, 'bid': 24545.8, 'lastTraded': None}","{'ask': 24588.4, 'bid': 24586.8, 'lastTraded': None}",5129,"{'ask': 24518.9, 'bid': 24517.3, 'lastTraded': None}","{'ask': 24546.9, 'bid': 24545.3, 'lastTraded': None}",2018:12:08-00:30:00,24546.1,24518.1,24587.6,24546.6
7,"{'ask': 24563.4, 'bid': 24561.8, 'lastTraded': None}","{'ask': 24580.9, 'bid': 24579.3, 'lastTraded': None}",4254,"{'ask': 24538.9, 'bid': 24537.3, 'lastTraded': None}","{'ask': 24546.9, 'bid': 24545.3, 'lastTraded': None}",2018:12:08-00:35:00,24546.1,24538.1,24580.1,24562.6
8,"{'ask': 24618.4, 'bid': 24616.8, 'lastTraded': None}","{'ask': 24623.9, 'bid': 24622.3, 'lastTraded': None}",3911,"{'ask': 24537.9, 'bid': 24536.3, 'lastTraded': None}","{'ask': 24562.9, 'bid': 24561.3, 'lastTraded': None}",2018:12:08-00:40:00,24562.1,24537.1,24623.1,24617.6
9,"{'ask': 24625.9, 'bid': 24624.3, 'lastTraded': None}","{'ask': 24654.4, 'bid': 24652.8, 'lastTraded': None}",3669,"{'ask': 24606.4, 'bid': 24604.8, 'lastTraded': None}","{'ask': 24618.9, 'bid': 24617.3, 'lastTraded': None}",2018:12:08-00:45:00,24618.1,24605.6,24653.6,24625.1
10,"{'ask': 24550.9, 'bid': 24549.3, 'lastTraded': None}","{'ask': 24627.9, 'bid': 24626.3, 'lastTraded': None}",2669,"{'ask': 24550.9, 'bid': 24549.3, 'lastTraded': None}","{'ask': 24626.9, 'bid': 24625.3, 'lastTraded': None}",2018:12:08-00:50:00,24626.1,24550.1,24627.1,24550.1
11,"{'ask': 24507.4, 'bid': 24505.8, 'lastTraded': None}","{'ask': 24558.9, 'bid': 24557.3, 'lastTraded': None}",3625,"{'ask': 24505.4, 'bid': 24503.8, 'lastTraded': None}","{'ask': 24551.4, 'bid': 24549.8, 'lastTraded': None}",2018:12:08-00:55:00,24550.6,24504.6,24558.1,24506.6
12,"{'ask': 24548.4, 'bid': 24546.8, 'lastTraded': None}","{'ask': 24570.4, 'bid': 24568.8, 'lastTraded': None}",3760,"{'ask': 24502.4, 'bid': 24500.8, 'lastTraded': None}","{'ask': 24507.9, 'bid': 24506.3, 'lastTraded': None}",2018:12:08-01:00:00,24507.1,24501.6,24569.6,24547.6
13,"{'ask': 24531.4, 'bid': 24529.8, 'lastTraded': None}","{'ask': 24556.9, 'bid': 24555.3, 'lastTraded': None}",3757,"{'ask': 24507.9, 'bid': 24506.3, 'lastTraded': None}","{'ask': 24548.9, 'bid': 24547.3, 'lastTraded': None}",2018:12:08-01:05:00,24548.1,24507.1,24556.1,24530.6
