,closePrice,highPrice,lastTradedVolume,lowPrice,openPrice,snapshotTime,averageOpen,averageLow,averageHigh,averageClose
0,"{'bid': 23222.6, 'lastTraded': None, 'ask': 23224.2}","{'bid': 23225.6, 'lastTraded': None, 'ask': 23227.2}",1451,"{'bid': 23183.1, 'lastTraded': None, 'ask': 23184.7}","{'bid': 23208.1, 'lastTraded': None, 'ask': 23209.7}",2019:01:01-00:00:00,23208.9,23183.9,23226.4,23223.4
1,"{'bid': 23198.6, 'lastTraded': None, 'ask': 23200.2}","{'bid': 23232.1, 'lastTraded': None, 'ask': 23233.7}",1206,"{'bid': 23195.6, 'lastTraded': None, 'ask': 23197.2}","{'bid': 23224.6, 'lastTraded': None, 'ask': 23226.2}",2019:01:01-00:05:00,23225.4,23196.4,23232.9,23199.4
2,"{'bid': 23178.6, 'lastTraded': None, 'ask': 23180.2}","{'bid': 23199.1, 'lastTraded': None, 'ask': 23200.7}",1492,"{'bid': 23165.1, 'lastTraded': None, 'ask': 23166.7}","{'bid': 23198.1, 'lastTraded': None, 'ask': 23199.7}",2019:01:01-00:10:00,23198.9,23165.9,23199.9,23179.4
3,"{'bid': 23179.6, 'lastTraded': None, 'ask': 23181.2}","{'bid': 23193.6, 'lastTraded': None, 'ask': 23195.2}",1411,"{'bid': 23160.1, 'lastTraded': None, 'ask': 23161.7}","{'bid': 23178.1, 'lastTraded': None, 'ask': 23179.7}",2019:01:01-00:15:00,23178.9,23160.9,23194.4,23180.4
4,"{'bid': 23150.6, 'lastTraded': None, 'ask': 23152.2}","{'bid': 23187.1, 'lastTraded': None, 'ask': 23188.7}",1399,"{'bid': 23139.6, 'lastTraded': None, 'ask': 23141.2}","{'bid': 23180.1, 'lastTraded': None, 'ask': 23181.7}",2019:01:01-00:20:00,23180.9,23140.4,23187.9,23151.4
5,"{'bid': 23198.6, 'lastTraded': None, 'ask': 23200.2}","{'bid': 23204.6, 'lastTraded': None, 'ask': 23206.2}",2337,"{'bid': 23146.6, 'lastTraded': None, 'ask': 23148.2}","{'bid': 23148.1, 'lastTraded': None, 'ask': 23149.7}",2019:01:01-00:25:00,23148.9,23147.4,23205.4,23199.4
6,"{'bid': 23141.6, 'lastTraded': None, 'ask': 23143.2}","{'bid': 23198.1, 'lastTraded': None, 'ask': 23199.7}",2221,"{'bid': 23114.1, 'lastTraded': None, 'ask': 23115.7}","{'bid': 23198.1, 'lastTraded': None, 'ask': 23199.7}",2019:01:01-00:30:00,23198.9,23114.9,23198.9,23142.4
7,"{'bid': 23157.6, 'lastTraded': None, 'ask': 23159.2}","{'bid': 23183.1, 'lastTraded': None, 'ask': 23184.7}",1677,"{'bid': 23123.6, 'lastTraded': None, 'ask': 23125.2}","{'bid': 23141.1, 'lastTraded': None, 'ask': 23142.7}",2019:01:01-00:35:00,23141.9,23124.4,23183.9,23158.4
8,"{'bid': 23132.1, 'lastTraded': None, 'ask': 23133.7}","{'bid': 23161.6, 'lastTraded': None, 'ask': 23163.2}",1590,"{'bid': 23120.1, 'lastTraded': None, 'ask': 23121.7}","{'bid': 23158.6, 'lastTraded': None, 'ask': 23160.2}",2019:01:01-00:40:00,23159.4,23120.9,23162.4,23132.9
9,"{'bid': 23192.6, 'lastTraded': None, 'ask': 23194.2}","{'bid': 23194.6, 'lastTraded': None, 'ask': 23196.2}",1678,"{'bid': 23116.1, 'lastTraded': None, 'ask': 23117.7}","{'bid': 23132.6, 'lastTraded': None, 'ask': 23134.2}",2019:01:01-00:45:00,23133.4,23116.9,23195.4,23193.4
10,"{'bid': 23193.1, 'lastTraded': None, 'ask': 23194.7}","{'bid': 23211.6, 'lastTraded': None, 'ask': 23213.2}",1660,"{'bid': 23176.6, 'lastTraded': None, 'ask': 23178.2}","{'bid': 23191.6, 'lastTraded': None, 'ask': 23193.2}",2019:01:01-00:50:00,23192.4,23177.4,23212.4,23193.9
11,"{'bid': 23213.6, 'lastTraded': None, 'ask': 23215.2}","{'bid': 23219.6, 'lastTraded': None, 'ask': 23221.2}",1271,"{'bid': 23166.6, 'lastTraded': None, 'ask': 23168.2}","{'bid': 23193.6, 'lastTraded': None, 'ask': 23195.2}",2019:01:01-00:55:00,23194.4,23167.4,23220.4,23214.4
12,"{'bid': 23206.1, 'lastTraded': None, 'ask': 23207.7}","{'bid': 23220.1, 'lastTraded': None, 'ask': 23221.7}",833,"{'bid': 23199.6, 'lastTraded': None, 'ask': 23201.2}","{'bid': 23214.1, 'lastTraded': None, 'ask': 23215.7}",2019:01:01-01:00:00,23214.9,23200.4,23220.9,23206.9
13,"{'bid': 23225.6, 'lastTraded': None, 'ask': 23227.2}","{'bid': 23231.1, 'lastTraded': None, 'ask': 23232.7}",1061,"{'bid': 23186.1, 'lastTraded': None, 'ask': 23187.7}","{'bid': 23206.6, 'lastTraded': None, 'ask': 23208.2}",2019:01:01-01:05:00,23207.4,23186.9,23231.9,23226.4
14,"{'bid': 23228.6, 'lastTraded': None, 'ask': 23230.2}","{'bid': 23242.6, 'lastTraded': None, 'ask': 23244.2}",1929,"{'bid': 23180.6, 'lastTraded': None, 'ask': 23182.2}","{'bid': 23225.1, 'lastTraded': None, 'ask': 23226.7}",2019:01:01-01:10:00,23225.9,23181.4,23243.4,23229.4
15,"{'bid': 23203.6, 'lastTraded': None, 'ask': 23205.2}","{'bid': 23231.1, 'lastTraded': None, 'ask': 23232.7}",768,"{'bid': 23199.6, 'lastTraded': None, 'ask': 23201.2}","{'bid': 23228.1, 'lastTraded': None, 'ask': 23229.7}",2019:01:01-01:15:00,23228.9,23200.4,23231.9,23204.4
16,"{'bid': 23229.1, 'lastTraded': None, 'ask': 23230.7}","{'bid': 23241.6, 'lastTraded': None, 'ask': 23243.2}",985,"{'bid': 23204.1, 'lastTraded': None, 'ask': 23205.7}","{'bid': 23204.1, 'lastTraded': None, 'ask': 23205.7}",2019:01:01-01:20:00,23204.9,23204.9,23242.4,23229.9
17,"{'bid': 23239.6, 'lastTraded': None, 'ask': 23241.2}","{'bid': 23240.6, 'lastTraded': None, 'ask': 23242.2}",776,"{'bid': 23211.6, 'lastTraded': None, 'ask': 23213.2}","{'bid': 23228.6, 'lastTraded': None, 'ask': 23230.2}",2019:01:01-01:25:00,23229.4,23212.4,23241.4,23240.4
18,"{'bid': 23251.6, 'lastTraded': None, 'ask': 23253.2}","{'bid': 23265.1, 'lastTraded': None, 'ask': 23266.7}",1415,"{'bid': 23237.6, 'lastTraded': None, 'ask': 23239.2}","{'bid': 23239.1, 'lastTraded': None, 'ask': 23240.7}",2019:01:01-01:30:00,23239.9,23238.4,23265.9,23252.4
19,"{'bid': 23269.1, 'lastTraded': None, 'ask': 23270.7}","{'bid': 23276.6, 'lastTraded': None, 'ask': 23278.2}",895,"{'bid': 23245.1, 'lastTraded': None, 'ask': 23246.7}","{'bid': 23250.1, 'lastTraded': None, 'ask': 23251.7}",2019:01:01-01:35:00,23250.9,23245.9,23277.4,23269.9
20,"{'bid': 23278.6, 'lastTraded': None, 'ask': 23280.2}","{'bid': 23281.1, 'lastTraded': None, 'ask': 23282.7}",1098,"{'bid': 23248.6, 'lastTraded': None, 'ask': 23250.2}","{'bid': 23268.6, 'lastTraded': None, 'ask': 23270.2}",2019:01:01-01:40:00,23269.4,23249.4,23281.9,23279.4
21,"{'bid': 23265.1, 'lastTraded': None, 'ask': 23266.7}","{'bid': 23278.6, 'lastTraded': None, 'ask': 23280.2}",610,"{'bid': 23261.1, 'lastTraded': None, 'ask': 23262.7}","{'bid': 23278.1, 'lastTraded': None, 'ask': 23279.7}",2019:01:01-01:45:00,23278.9,23261.9,23279.4,23265.9
