,closePrice,highPrice,lastTradedVolume,lowPrice,openPrice,snapshotTime,averageOpen,averageLow,averageHigh,averageClose
0,"{'ask': 23796.8, 'lastTraded': None, 'bid': 23795.2}","{'ask': 23834.8, 'lastTraded': None, 'bid': 23833.2}",2987,"{'ask': 23789.3, 'lastTraded': None, 'bid': 23787.7}","{'ask': 23793.8, 'lastTraded': None, 'bid': 23792.2}",2018:12:19-00:00:00,23793.0,23788.5,23834.0,23796.0
1,"{'ask': 23785.8, 'lastTraded': None, 'bid': 23784.2}","{'ask': 23813.8, 'lastTraded': None, 'bid': 23812.2}",2514,"{'ask': 23776.8, 'lastTraded': None, 'bid': 23775.2}","{'ask': 23796.3, 'lastTraded': None, 'bid': 23794.7}",2018:12:19-00:05:00,23795.5,23776.0,23813.0,23785.0
2,"{'ask': 23788.3, 'lastTraded': None, 'bid': 23786.7}","{'ask': 23809.8, 'lastTraded': None, 'bid': 23808.2}",2019,"{'ask': 23775.8, 'lastTraded': None, 'bid': 23774.2}","{'ask': 23786.8, 'lastTraded': None, 'bid': 23785.2}",2018:12:19-00:10:00,23786.0,23775.0,23809.0,23787.5
3,"{'ask': 23771.8, 'lastTraded': None, 'bid': 23770.2}","{'ask': 23788.3, 'lastTraded': None, 'bid': 23786.7}",2614,"{'ask': 23744.8, 'lastTraded': None, 'bid': 23743.2}","{'ask': 23787.8, 'lastTraded': None, 'bid': 23786.2}",2018:12:19-00:15:00,23787.0,23744.0,23787.5,23771.0
4,"{'ask': 23740.3, 'lastTraded': None, 'bid': 23738.7}","{'ask': 23772.8, 'lastTraded': None, 'bid': 23771.2}",2893,"{'ask': 23738.3, 'lastTraded': None, 'bid': 23736.7}","{'ask': 23772.8, 'lastTraded': None, 'bid': 23771.2}",2018:12:19-00:20:00,23772.0,23737.5,23772.0,23739.5
5,"{'ask': 23769.3, 'lastTraded': None, 'bid': 23767.7}","{'ask': 23773.3, 'lastTraded': None, 'bid': 23771.7}",4361,"{'ask': 23732.3, 'lastTraded': None, 'bid': 23730.7}","{'ask': 23740.8, 'lastTraded': None, 'bid': 23739.2}",2018:12:19-00:25:00,23740.0,23731.5,23772.5,23768.5
6,"{'ask': 23815.8, 'lastTraded': None, 'bid': 23814.2}","{'ask': 23824.8, 'lastTraded': None, 'bid': 23823.2}",3726,"{'ask': 23767.3, 'lastTraded': None, 'bid': 23765.7}","{'ask': 23770.3, 'lastTraded': None, 'bid': 23768.7}",2018:12:19-00:30:00,23769.5,23766.5,23824.0,23815.0
7,"{'ask': 23840.8, 'lastTraded': None, 'bid': 23839.2}","{'ask': 23854.3, 'lastTraded': None, 'bid': 23852.7}",3702,"{'ask': 23818.3, 'lastTraded': None, 'bid': 23816.7}","{'ask': 23818.3, 'lastTraded': None, 'bid': 23816.7}",2018:12:19-00:35:00,23817.5,23817.5,23853.5,23840.0
8,"{'ask': 23796.3, 'lastTraded': None, 'bid': 23794.7}","{'ask': 23842.8, 'lastTraded': None, 'bid': 23841.2}",2452,"{'ask': 23791.8, 'lastTraded': None, 'bid': 23790.2}","{'ask': 23840.3, 'lastTraded': None, 'bid': 23838.7}",2018:12:19-00:40:00,23839.5,23791.0,23842.0,23795.5
9,"{'ask': 23837.8, 'lastTraded': None, 'bid': 23836.2}","{'ask': 23842.8, 'lastTraded': None, 'bid': 23841.2}",3162,"{'ask': 23789.3, 'lastTraded': None, 'bid': 23787.7}","{'ask': 23795.8, 'lastTraded': None, 'bid': 23794.2}",2018:12:19-00:45:00,23795.0,23788.5,23842.0,23837.0
10,"{'ask': 23811.3, 'lastTraded': None, 'bid': 23809.7}","{'ask': 23850.3, 'lastTraded': None, 'bid': 23848.7}",2807,"{'ask': 23797.8, 'lastTraded': None, 'bid': 23796.2}","{'ask': 23837.3, 'lastTraded': None, 'bid': 23835.7}",2018:12:19-00:50:00,23836.5,23797.0,23849.5,23810.5
11,"{'ask': 23813.3, 'lastTraded': None, 'bid': 23811.7}","{'ask': 23839.3, 'lastTraded': None, 'bid': 23837.7}",2395,"{'ask': 23796.3, 'lastTraded': None, 'bid': 23794.7}","{'ask': 23809.3, 'lastTraded': None, 'bid': 23807.7}",2018:12:19-00:55:00,23808.5,23795.5,23838.5,23812.5
12,"{'ask': 23826.3, 'lastTraded': None, 'bid': 23824.7}","{'ask': 23834.8, 'lastTraded': None, 'bid': 23833.2}",2178,"{'ask': 23807.3, 'lastTraded': None, 'bid': 23805.7}","{'ask': 23812.8, 'lastTraded': None, 'bid': 23811.2}",2018:12:19-01:00:00,23812.0,23806.5,23834.0,23825.5
13,"{'ask': 23883.8, 'lastTraded': None, 'bid': 23882.2}","{'ask': 23898.8, 'lastTraded': None, 'bid': 23897.2}",4038,"{'ask': 23824.8, 'lastTraded': None, 'bid': 23823.2}","{'ask': 23825.3, 'lastTraded': None, 'bid': 23823.7}",2018:12:19-01:05:00,23824.5,23824.0,23898.0,23883.0
14,"{'ask': 23887.8, 'lastTraded': None, 'bid': 23886.2}","{'ask': 23907.8, 'lastTraded': None, 'bid': 23906.2}",2814,"{'ask': 23883.8, 'lastTraded': None, 'bid': 23882.2}","{'ask': 23884.3, 'lastTraded': None, 'bid': 23882.7}",2018:12:19-01:10:00,23883.5,23883.0,23907.0,23887.0
15,"{'ask': 23913.8, 'lastTraded': None, 'bid': 23912.2}","{'ask': 23914.8, 'lastTraded': None, 'bid': 23913.2}",3028,"{'ask': 23880.8, 'lastTraded': None, 'bid': 23879.2}","{'ask': 23887.3, 'lastTraded': None, 'bid': 23885.7}",2018:12:19-01:15:00,23886.5,23880.0,23914.0,23913.0
16,"{'ask': 23895.3, 'lastTraded': None, 'bid': 23893.7}","{'ask': 23915.8, 'lastTraded': None, 'bid': 23914.2}",2117,"{'ask': 23894.3, 'lastTraded': None, 'bid': 23892.7}","{'ask': 23913.3, 'lastTraded': None, 'bid': 23911.7}",2018:12:19-01:20:00,23912.5,23893.5,23915.0,23894.5
17,"{'ask': 23870.8, 'lastTraded': None, 'bid': 23869.2}","{'ask': 23900.8, 'lastTraded': None, 'bid': 23899.2}",1727,"{'ask': 23864.8, 'lastTraded': None, 'bid': 23863.2}","{'ask': 23895.8, 'lastTraded': None, 'bid': 23894.2}",2018:12:19-01:25:00,23895.0,23864.0,23900.0,23870.0
18,"{'ask': 23865.8, 'lastTraded': None, 'bid': 23864.2}","{'ask': 23893.3, 'lastTraded': None, 'bid': 23891.7}",1634,"{'ask': 23861.8, 'lastTraded': None, 'bid': 23860.2}","{'ask': 23870.3, 'lastTraded': None, 'bid': 23868.7}",2018:12:19-01:30:00,23869.5,23861.0,23892.5,23865.0
19,"{'ask': 23869.8, 'lastTraded': None, 'bid': 23868.2}","{'ask': 23879.8, 'lastTraded': None, 'bid': 23878.2}",1276,"{'ask': 23861.8, 'lastTraded': None, 'bid': 23860.2}","{'ask': 23866.3, 'lastTraded': None, 'bid': 23864.7}",2018:12:19-01:35:00,23865.5,23861.0,23879.0,23869.0
20,"{'ask': 23869.8, 'lastTraded': None, 'bid': 23868.2}","{'ask': 23878.8, 'lastTraded': None, 'bid': 23877.2}",981,"{'ask': 23863.3, 'lastTraded': None, 'bid': 23861.7}","{'ask': 23870.3, 'lastTraded': None, 'bid': 23868.7}",2018:12:19-01:40:00,23869.5,23862.5,23878.0,23869.0
21,"{'ask': 23880.3, 'lastTraded': None, 'bid': 23878.7}","{'ask': 23892.8, 'lastTraded': None, 'bid': 23891.2}",2100,"{'ask': 23850.8, 'lastTraded': None, 'bid': 23849.2}","{'ask': 23870.3, 'lastTraded': None, 'bid': 23868.7}",2018:12:19-01:45:00,23869.5,23850.0,23892.0,23879.5
