,closePrice,highPrice,lastTradedVolume,lowPrice,openPrice,snapshotTime,averageOpen,averageLow,averageHigh,averageClose
0,"{'bid': 23368.8, 'lastTraded': None, 'ask': 23370.4}","{'bid': 23376.3, 'lastTraded': None, 'ask': 23377.9}",4211,"{'bid': 23293.8, 'lastTraded': None, 'ask': 23295.4}","{'bid': 23311.3, 'lastTraded': None, 'ask': 23312.9}",2019:01:05-00:00:00,23312.1,23294.6,23377.1,23369.6
1,"{'bid': 23354.8, 'lastTraded': None, 'ask': 23356.4}","{'bid': 23372.3, 'lastTraded': None, 'ask': 23373.9}",2610,"{'bid': 23329.8, 'lastTraded': None, 'ask': 23331.4}","{'bid': 23368.3, 'lastTraded': None, 'ask': 23369.9}",2019:01:05-00:05:00,23369.1,23330.6,23373.1,23355.6
2,"{'bid': 23330.8, 'lastTraded': None, 'ask': 23332.4}","{'bid': 23381.8, 'lastTraded': None, 'ask': 23383.4}",3476,"{'bid': 23325.8, 'lastTraded': None, 'ask': 23327.4}","{'bid': 23355.3, 'lastTraded': None, 'ask': 23356.9}",2019:01:05-00:10:00,23356.1,23326.6,23382.6,23331.6
3,"{'bid': 23317.3, 'lastTraded': None, 'ask': 23318.9}","{'bid': 23333.3, 'lastTraded': None, 'ask': 23334.9}",4012,"{'bid': 23273.3, 'lastTraded': None, 'ask': 23274.9}","{'bid': 23329.8, 'lastTraded': None, 'ask': 23331.4}",2019:01:05-00:15:00,23330.6,23274.1,23334.1,23318.1
4,"{'bid': 23268.8, 'lastTraded': None, 'ask': 23270.4}","{'bid': 23324.3, 'lastTraded': None, 'ask': 23325.9}",2800,"{'bid': 23262.3, 'lastTraded': None, 'ask': 23263.9}","{'bid': 23317.8, 'lastTraded': None, 'ask': 23319.4}",2019:01:05-00:20:00,23318.6,23263.1,23325.1,23269.6
5,"{'bid': 23267.8, 'lastTraded': None, 'ask': 23269.4}","{'bid': 23285.8, 'lastTraded': None, 'ask': 23287.4}",3335,"{'bid': 23246.3, 'lastTraded': None, 'ask': 23247.9}","{'bid': 23269.3, 'lastTraded': None, 'ask': 23270.9}",2019:01:05-00:25:00,23270.1,23247.1,23286.6,23268.6
6,"{'bid': 23302.8, 'lastTraded': None, 'ask': 23304.4}","{'bid': 23304.3, 'lastTraded': None, 'ask': 23305.9}",3173,"{'bid': 23236.8, 'lastTraded': None, 'ask': 23238.4}","{'bid': 23268.3, 'lastTraded': None, 'ask': 23269.9}",2019:01:05-00:30:00,23269.1,23237.6,23305.1,23303.6
7,"{'bid': 23267.8, 'lastTraded': None, 'ask': 23269.4}","{'bid': 23302.3, 'lastTraded': None, 'ask': 23303.9}",2508,"{'bid': 23242.3, 'lastTraded': None, 'ask': 23243.9}","{'bid': 23302.3, 'lastTraded': None, 'ask': 23303.9}",2019:01:05-00:35:00,23303.1,23243.1,23303.1,23268.6
8,"{'bid': 23281.8, 'lastTraded': None, 'ask': 23283.4}","{'bid': 23300.8, 'lastTraded': None, 'ask': 23302.4}",2577,"{'bid': 23261.3, 'lastTraded': None, 'ask': 23262.9}","{'bid': 23268.3, 'lastTraded': None, 'ask': 23269.9}",2019:01:05-00:40:00,23269.1,23262.1,23301.6,23282.6
9,"{'bid': 23303.8, 'lastTraded': None, 'ask': 23305.4}","{'bid': 23325.8, 'lastTraded': None, 'ask': 23327.4}",2271,"{'bid': 23280.8, 'lastTraded': None, 'ask': 23282.4}","{'bid': 23281.3, 'lastTraded': None, 'ask': 23282.9}",2019:01:05-00:45:00,23282.1,23281.6,23326.6,23304.6
10,"{'bid': 23346.8, 'lastTraded': None, 'ask': 23348.4}","{'bid': 23358.3, 'lastTraded': None, 'ask': 23359.9}",2374,"{'bid': 23302.8, 'lastTraded': None, 'ask': 23304.4}","{'bid': 23304.3, 'lastTraded': None, 'ask': 23305.9}",2019:01:05-00:50:00,23305.1,23303.6,23359.1,23347.6
11,"{'bid': 23325.8, 'lastTraded': None, 'ask': 23327.4}","{'bid': 23352.3, 'lastTraded': None, 'ask': 23353.9}",2556,"{'bid': 23310.3, 'lastTraded': None, 'ask': 23311.9}","{'bid': 23347.3, 'lastTraded': None, 'ask': 23348.9}",2019:01:05-00:55:00,23348.1,23311.1,23353.1,23326.6
12,"{'bid': 23290.8, 'lastTraded': None, 'ask': 23292.4}","{'bid': 23338.3, 'lastTraded': None, 'ask': 23339.9}",2751,"{'bid': 23275.3, 'lastTraded': None, 'ask': 23276.9}","{'bid': 23325.3, 'lastTraded': None, 'ask': 23326.9}",2019:01:05-01:00:00,23326.1,23276.1,23339.1,23291.6
13,"{'bid': 23326.3, 'lastTraded': None, 'ask': 23327.9}","{'bid': 23334.8, 'lastTraded': None, 'ask': 23336.4}",1707,"{'bid': 23285.8, 'lastTraded': None, 'ask': 23287.4}","{'bid': 23291.8, 'lastTraded': None, 'ask': 23293.4}",2019:01:05-01:05:00,23292.6,23286.6,23335.6,23327.1
14,"{'bid': 23345.8, 'lastTraded': None, 'ask': 23347.4}","{'bid': 23357.8, 'lastTraded': None, 'ask': 23359.4}",1737,"{'bid': 23319.3, 'lastTraded': None, 'ask': 23320.9}","{'bid': 23326.8, 'lastTraded': None, 'ask': 23328.4}",2019:01:05-01:10:00,23327.6,23320.1,23358.6,23346.6
15,"{'bid': 23398.3, 'lastTraded': None, 'ask': 23399.9}","{'bid': 23402.3, 'lastTraded': None, 'ask': 23403.9}",2901,"{'bid': 23341.8, 'lastTraded': None, 'ask': 23343.4}","{'bid': 23346.3, 'lastTraded': None, 'ask': 23347.9}",2019:01:05-01:15:00,23347.1,23342.6,23403.1,23399.1
16,"{'bid': 23394.8, 'lastTraded': None, 'ask': 23396.4}","{'bid': 23421.3, 'lastTraded': None, 'ask': 23422.9}",2647,"{'bid': 23391.3, 'lastTraded': None, 'ask': 23392.9}","{'bid': 23399.8, 'lastTraded': None, 'ask': 23401.4}",2019:01:05-01:20:00,23400.6,23392.1,23422.1,23395.6
17,"{'bid': 23400.8, 'lastTraded': None, 'ask': 23402.4}","{'bid': 23414.3, 'lastTraded': None, 'ask': 23415.9}",1536,"{'bid': 23391.3, 'lastTraded': None, 'ask': 23392.9}","{'bid': 23394.3, 'lastTraded': None, 'ask': 23395.9}",2019:01:05-01:25:00,23395.1,23392.1,23415.1,23401.6
18,"{'bid': 23400.8, 'lastTraded': None, 'ask': 23402.4}","{'bid': 23410.3, 'lastTraded': None, 'ask': 23411.9}",1465,"{'bid': 23377.3, 'lastTraded': None, 'ask': 23378.9}","{'bid': 23401.3, 'lastTraded': None, 'ask': 23402.9}",2019:01:05-01:30:00,23402.1,23378.1,23411.1,23401.6
