,closePrice,highPrice,lastTradedVolume,lowPrice,openPrice,snapshotTime,averageOpen,averageLow,averageHigh,averageClose
0,"{'ask': 25918.1, 'lastTraded': None, 'bid': 25914.3}","{'ask': 25933.6, 'lastTraded': None, 'bid': 25929.8}",775,"{'ask': 25906.1, 'lastTraded': None, 'bid': 25902.3}","{'ask': 25926.1, 'lastTraded': None, 'bid': 25922.3}",2019:02:18-07:00:00,25924.2,25904.2,25931.7,25916.2
1,"{'ask': 25910.6, 'lastTraded': None, 'bid': 25906.8}","{'ask': 25921.1, 'lastTraded': None, 'bid': 25917.3}",266,"{'ask': 25908.1, 'lastTraded': None, 'bid': 25904.3}","{'ask': 25919.6, 'lastTraded': None, 'bid': 25915.8}",2019:02:18-07:05:00,25917.7,25906.2,25919.2,25908.7
2,"{'ask': 25903.1, 'lastTraded': None, 'bid': 25899.3}","{'ask': 25911.1, 'lastTraded': None, 'bid': 25907.3}",252,"{'ask': 25899.1, 'lastTraded': None, 'bid': 25895.3}","{'ask': 25911.1, 'lastTraded': None, 'bid': 25907.3}",2019:02:18-07:10:00,25909.2,25897.2,25909.2,25901.2
3,"{'ask': 25909.1, 'lastTraded': None, 'bid': 25905.3}","{'ask': 25913.6, 'lastTraded': None, 'bid': 25909.8}",142,"{'ask': 25900.6, 'lastTraded': None, 'bid': 25896.8}","{'ask': 25901.6, 'lastTraded': None, 'bid': 25897.8}",2019:02:18-07:15:00,25899.7,25898.7,25911.7,25907.2
4,"{'ask': 25894.6, 'lastTraded': None, 'bid': 25890.8}","{'ask': 25908.6, 'lastTraded': None, 'bid': 25904.8}",192,"{'ask': 25891.6, 'lastTraded': None, 'bid': 25887.8}","{'ask': 25908.6, 'lastTraded': None, 'bid': 25904.8}",2019:02:18-07:20:00,25906.7,25889.7,25906.7,25892.7
5,"{'ask': 25899.1, 'lastTraded': None, 'bid': 25895.3}","{'ask': 25902.1, 'lastTraded': None, 'bid': 25898.3}",65,"{'ask': 25893.6, 'lastTraded': None, 'bid': 25889.8}","{'ask': 25894.1, 'lastTraded': None, 'bid': 25890.3}",2019:02:18-07:25:00,25892.2,25891.7,25900.2,25897.2
6,"{'ask': 25899.6, 'lastTraded': None, 'bid': 25895.8}","{'ask': 25901.6, 'lastTraded': None, 'bid': 25897.8}",70,"{'ask': 25895.6, 'lastTraded': None, 'bid': 25891.8}","{'ask': 25898.6, 'lastTraded': None, 'bid': 25894.8}",2019:02:18-07:30:00,25896.7,25893.7,25899.7,25897.7
7,"{'ask': 25906.1, 'lastTraded': None, 'bid': 25902.3}","{'ask': 25910.1, 'lastTraded': None, 'bid': 25906.3}",146,"{'ask': 25899.6, 'lastTraded': None, 'bid': 25895.8}","{'ask': 25900.1, 'lastTraded': None, 'bid': 25896.3}",2019:02:18-07:35:00,25898.2,25897.7,25908.2,25904.2
8,"{'ask': 25918.1, 'lastTraded': None, 'bid': 25914.3}","{'ask': 25918.1, 'lastTraded': None, 'bid': 25914.3}",168,"{'ask': 25904.6, 'lastTraded': None, 'bid': 25900.8}","{'ask': 25905.6, 'lastTraded': None, 'bid': 25901.8}",2019:02:18-07:40:00,25903.7,25902.7,25916.2,25916.2
9,"{'ask': 25928.1, 'lastTraded': None, 'bid': 25924.3}","{'ask': 25931.1, 'lastTraded': None, 'bid': 25927.3}",373,"{'ask': 25918.1, 'lastTraded': None, 'bid': 25914.3}","{'ask': 25918.6, 'lastTraded': None, 'bid': 25914.8}",2019:02:18-07:45:00,25916.7,25916.2,25929.2,25926.2
