,closePrice,highPrice,lastTradedVolume,lowPrice,openPrice,snapshotTime,averageOpen,averageLow,averageHigh,averageClose
0,"{'lastTraded': None, 'bid': 24217.9, 'ask': 24221.7}","{'lastTraded': None, 'bid': 24354.4, 'ask': 24358.2}",1467,"{'lastTraded': None, 'bid': 24210.4, 'ask': 24214.2}","{'lastTraded': None, 'bid': 24330.9, 'ask': 24334.7}",2018:12:10-07:00:00,24332.8,24212.3,24356.3,24219.8
1,"{'lastTraded': None, 'bid': 24244.9, 'ask': 24248.7}","{'lastTraded': None, 'bid': 24244.9, 'ask': 24248.7}",604,"{'lastTraded': None, 'bid': 24204.4, 'ask': 24208.2}","{'lastTraded': None, 'bid': 24218.4, 'ask': 24222.2}",2018:12:10-07:05:00,24220.3,24206.3,24246.8,24246.8
2,"{'lastTraded': None, 'bid': 24230.4, 'ask': 24234.2}","{'lastTraded': None, 'bid': 24246.4, 'ask': 24250.2}",353,"{'lastTraded': None, 'bid': 24222.4, 'ask': 24226.2}","{'lastTraded': None, 'bid': 24244.4, 'ask': 24248.2}",2018:12:10-07:10:00,24246.3,24224.3,24248.3,24232.3
3,"{'lastTraded': None, 'bid': 24215.9, 'ask': 24219.7}","{'lastTraded': None, 'bid': 24237.4, 'ask': 24241.2}",256,"{'lastTraded': None, 'bid': 24213.4, 'ask': 24217.2}","{'lastTraded': None, 'bid': 24230.9, 'ask': 24234.7}",2018:12:10-07:15:00,24232.8,24215.3,24239.3,24217.8
4,"{'lastTraded': None, 'bid': 24226.4, 'ask': 24230.2}","{'lastTraded': None, 'bid': 24232.4, 'ask': 24236.2}",192,"{'lastTraded': None, 'bid': 24216.4, 'ask': 24220.2}","{'lastTraded': None, 'bid': 24219.4, 'ask': 24223.2}",2018:12:10-07:20:00,24221.3,24218.3,24234.3,24228.3
5,"{'lastTraded': None, 'bid': 24218.4, 'ask': 24222.2}","{'lastTraded': None, 'bid': 24230.4, 'ask': 24234.2}",260,"{'lastTraded': None, 'bid': 24217.4, 'ask': 24221.2}","{'lastTraded': None, 'bid': 24225.9, 'ask': 24229.7}",2018:12:10-07:25:00,24227.8,24219.3,24232.3,24220.3
6,"{'lastTraded': None, 'bid': 24244.4, 'ask': 24248.2}","{'lastTraded': None, 'bid': 24251.4, 'ask': 24255.2}",379,"{'lastTraded': None, 'bid': 24216.4, 'ask': 24220.2}","{'lastTraded': None, 'bid': 24217.4, 'ask': 24221.2}",2018:12:10-07:30:00,24219.3,24218.3,24253.3,24246.3
7,"{'lastTraded': None, 'bid': 24256.4, 'ask': 24260.2}","{'lastTraded': None, 'bid': 24259.4, 'ask': 24263.2}",266,"{'lastTraded': None, 'bid': 24237.9, 'ask': 24241.7}","{'lastTraded': None, 'bid': 24245.4, 'ask': 24249.2}",2018:12:10-07:35:00,24247.3,24239.8,24261.3,24258.3
8,"{'lastTraded': None, 'bid': 24244.9, 'ask': 24248.7}","{'lastTraded': None, 'bid': 24271.9, 'ask': 24275.7}",408,"{'lastTraded': None, 'bid': 24233.4, 'ask': 24237.2}","{'lastTraded': None, 'bid': 24255.9, 'ask': 24259.7}",2018:12:10-07:40:00,24257.8,24235.3,24273.8,24246.8
9,"{'lastTraded': None, 'bid': 24164.9, 'ask': 24168.7}","{'lastTraded': None, 'bid': 24246.4, 'ask': 24250.2}",1496,"{'lastTraded': None, 'bid': 24141.4, 'ask': 24145.2}","{'lastTraded': None, 'bid': 24244.4, 'ask': 24248.2}",2018:12:10-07:45:00,24246.3,24143.3,24248.3,24166.8
