,closePrice,highPrice,lastTradedVolume,lowPrice,openPrice,snapshotTime,averageOpen,averageLow,averageHigh,averageClose
0,"{'bid': 25349.7, 'ask': 25351.3, 'lastTraded': None}","{'bid': 25357.7, 'ask': 25359.3, 'lastTraded': None}",1553,"{'bid': 25333.2, 'ask': 25334.8, 'lastTraded': None}","{'bid': 25344.2, 'ask': 25345.8, 'lastTraded': None}",2019:03:09-00:00:00,25345.0,25334.0,25358.5,25350.5
1,"{'bid': 25334.2, 'ask': 25335.8, 'lastTraded': None}","{'bid': 25362.7, 'ask': 25364.3, 'lastTraded': None}",1555,"{'bid': 25322.7, 'ask': 25324.3, 'lastTraded': None}","{'bid': 25349.2, 'ask': 25350.8, 'lastTraded': None}",2019:03:09-00:05:00,25350.0,25323.5,25363.5,25335.0
2,"{'bid': 25357.7, 'ask': 25359.3, 'lastTraded': None}","{'bid': 25369.2, 'ask': 25370.8, 'lastTraded': None}",2287,"{'bid': 25320.7, 'ask': 25322.3, 'lastTraded': None}","{'bid': 25335.7, 'ask': 25337.3, 'lastTraded': None}",2019:03:09-00:10:00,25336.5,25321.5,25370.0,25358.5
3,"{'bid': 25349.7, 'ask': 25351.3, 'lastTraded': None}","{'bid': 25373.7, 'ask': 25375.3, 'lastTraded': None}",2793,"{'bid': 25347.2, 'ask': 25348.8, 'lastTraded': None}","{'bid': 25357.2, 'ask': 25358.8, 'lastTraded': None}",2019:03:09-00:15:00,25358.0,25348.0,25374.5,25350.5
4,"{'bid': 25360.2, 'ask': 25361.8, 'lastTraded': None}","{'bid': 25362.7, 'ask': 25364.3, 'lastTraded': None}",972,"{'bid': 25338.2, 'ask': 25339.8, 'lastTraded': None}","{'bid': 25351.7, 'ask': 25353.3, 'lastTraded': None}",2019:03:09-00:20:00,25352.5,25339.0,25363.5,25361.0
5,"{'bid': 25378.7, 'ask': 25380.3, 'lastTraded': None}","{'bid': 25394.2, 'ask': 25395.8, 'lastTraded': None}",1492,"{'bid': 25360.7, 'ask': 25362.3, 'lastTraded': None}","{'bid': 25360.7, 'ask': 25362.3, 'lastTraded': None}",2019:03:09-00:25:00,25361.5,25361.5,25395.0,25379.5
6,"{'bid': 25354.7, 'ask': 25356.3, 'lastTraded': None}","{'bid': 25393.7, 'ask': 25395.3, 'lastTraded': None}",1363,"{'bid': 25354.2, 'ask': 25355.8, 'lastTraded': None}","{'bid': 25378.2, 'ask': 25379.8, 'lastTraded': None}",2019:03:09-00:30:00,25379.0,25355.0,25394.5,25355.5
7,"{'bid': 25350.7, 'ask': 25352.3, 'lastTraded': None}","{'bid': 25361.2, 'ask': 25362.8, 'lastTraded': None}",1526,"{'bid': 25346.2, 'ask': 25347.8, 'lastTraded': None}","{'bid': 25354.2, 'ask': 25355.8, 'lastTraded': None}",2019:03:09-00:35:00,25355.0,25347.0,25362.0,25351.5
8,"{'bid': 25352.7, 'ask': 25354.3, 'lastTraded': None}","{'bid': 25360.7, 'ask': 25362.3, 'lastTraded': None}",601,"{'bid': 25346.2, 'ask': 25347.8, 'lastTraded': None}","{'bid': 25350.2, 'ask': 25351.8, 'lastTraded': None}",2019:03:09-00:40:00,25351.0,25347.0,25361.5,25353.5
9,"{'bid': 25362.7, 'ask': 25364.3, 'lastTraded': None}","{'bid': 25380.7, 'ask': 25382.3, 'lastTraded': None}",609,"{'bid': 25350.7, 'ask': 25352.3, 'lastTraded': None}","{'bid': 25352.2, 'ask': 25353.8, 'lastTraded': None}",2019:03:09-00:45:00,25353.0,25351.5,25381.5,25363.5
10,"{'bid': 25363.7, 'ask': 25365.3, 'lastTraded': None}","{'bid': 25374.7, 'ask': 25376.3, 'lastTraded': None}",819,"{'bid': 25341.7, 'ask': 25343.3, 'lastTraded': None}","{'bid': 25362.2, 'ask': 25363.8, 'lastTraded': None}",2019:03:09-00:50:00,25363.0,25342.5,25375.5,25364.5
11,"{'bid': 25342.2, 'ask': 25343.8, 'lastTraded': None}","{'bid': 25365.7, 'ask': 25367.3, 'lastTraded': None}",1137,"{'bid': 25342.2, 'ask': 25343.8, 'lastTraded': None}","{'bid': 25364.2, 'ask': 25365.8, 'lastTraded': None}",2019:03:09-00:55:00,25365.0,25343.0,25366.5,25343.0
12,"{'bid': 25335.2, 'ask': 25336.8, 'lastTraded': None}","{'bid': 25348.7, 'ask': 25350.3, 'lastTraded': None}",862,"{'bid': 25332.2, 'ask': 25333.8, 'lastTraded': None}","{'bid': 25342.7, 'ask': 25344.3, 'lastTraded': None}",2019:03:09-01:00:00,25343.5,25333.0,25349.5,25336.0
13,"{'bid': 25325.7, 'ask': 25327.3, 'lastTraded': None}","{'bid': 25335.2, 'ask': 25336.8, 'lastTraded': None}",825,"{'bid': 25324.2, 'ask': 25325.8, 'lastTraded': None}","{'bid': 25334.7, 'ask': 25336.3, 'lastTraded': None}",2019:03:09-01:05:00,25335.5,25325.0,25336.0,25326.5
14,"{'bid': 25344.7, 'ask': 25346.3, 'lastTraded': None}","{'bid': 25346.2, 'ask': 25347.8, 'lastTraded': None}",641,"{'bid': 25322.2, 'ask': 25323.8, 'lastTraded': None}","{'bid': 25326.2, 'ask': 25327.8, 'lastTraded': None}",2019:03:09-01:10:00,25327.0,25323.0,25347.0,25345.5
