,closePrice,highPrice,lastTradedVolume,lowPrice,openPrice,snapshotTime,averageOpen,averageLow,averageHigh,averageClose
0,"{'bid': 26139.1, 'ask': 26142.9, 'lastTraded': None}","{'bid': 26155.1, 'ask': 26158.9, 'lastTraded': None}",1344,"{'bid': 26095.6, 'ask': 26099.4, 'lastTraded': None}","{'bid': 26110.1, 'ask': 26113.9, 'lastTraded': None}",2019:03:04-07:00:00,26112.0,26097.5,26157.0,26141.0
1,"{'bid': 26160.1, 'ask': 26163.9, 'lastTraded': None}","{'bid': 26169.1, 'ask': 26172.9, 'lastTraded': None}",606,"{'bid': 26141.1, 'ask': 26144.9, 'lastTraded': None}","{'bid': 26142.6, 'ask': 26146.4, 'lastTraded': None}",2019:03:04-07:05:00,26144.5,26143.0,26171.0,26162.0
2,"{'bid': 26153.1, 'ask': 26156.9, 'lastTraded': None}","{'bid': 26162.6, 'ask': 26166.4, 'lastTraded': None}",325,"{'bid': 26150.1, 'ask': 26153.9, 'lastTraded': None}","{'bid': 26160.6, 'ask': 26164.4, 'lastTraded': None}",2019:03:04-07:10:00,26162.5,26152.0,26164.5,26155.0
3,"{'bid': 26147.1, 'ask': 26150.9, 'lastTraded': None}","{'bid': 26159.1, 'ask': 26162.9, 'lastTraded': None}",152,"{'bid': 26146.6, 'ask': 26150.4, 'lastTraded': None}","{'bid': 26152.6, 'ask': 26156.4, 'lastTraded': None}",2019:03:04-07:15:00,26154.5,26148.5,26161.0,26149.0
4,"{'bid': 26148.1, 'ask': 26151.9, 'lastTraded': None}","{'bid': 26154.1, 'ask': 26157.9, 'lastTraded': None}",168,"{'bid': 26144.1, 'ask': 26147.9, 'lastTraded': None}","{'bid': 26146.1, 'ask': 26149.9, 'lastTraded': None}",2019:03:04-07:20:00,26148.0,26146.0,26156.0,26150.0
5,"{'bid': 26143.6, 'ask': 26147.4, 'lastTraded': None}","{'bid': 26149.1, 'ask': 26152.9, 'lastTraded': None}",121,"{'bid': 26142.6, 'ask': 26146.4, 'lastTraded': None}","{'bid': 26147.6, 'ask': 26151.4, 'lastTraded': None}",2019:03:04-07:25:00,26149.5,26144.5,26151.0,26145.5
6,"{'bid': 26147.6, 'ask': 26151.4, 'lastTraded': None}","{'bid': 26147.6, 'ask': 26151.4, 'lastTraded': None}",153,"{'bid': 26143.6, 'ask': 26147.4, 'lastTraded': None}","{'bid': 26144.1, 'ask': 26147.9, 'lastTraded': None}",2019:03:04-07:30:00,26146.0,26145.5,26149.5,26149.5
7,"{'bid': 26143.1, 'ask': 26146.9, 'lastTraded': None}","{'bid': 26149.1, 'ask': 26152.9, 'lastTraded': None}",135,"{'bid': 26142.6, 'ask': 26146.4, 'lastTraded': None}","{'bid': 26148.1, 'ask': 26151.9, 'lastTraded': None}",2019:03:04-07:35:00,26150.0,26144.5,26151.0,26145.0
8,"{'bid': 26143.1, 'ask': 26146.9, 'lastTraded': None}","{'bid': 26150.6, 'ask': 26154.4, 'lastTraded': None}",130,"{'bid': 26142.6, 'ask': 26146.4, 'lastTraded': None}","{'bid': 26143.6, 'ask': 26147.4, 'lastTraded': None}",2019:03:04-07:40:00,26145.5,26144.5,26152.5,26145.0
9,"{'bid': 26146.6, 'ask': 26150.4, 'lastTraded': None}","{'bid': 26148.1, 'ask': 26151.9, 'lastTraded': None}",116,"{'bid': 26140.6, 'ask': 26144.4, 'lastTraded': None}","{'bid': 26142.1, 'ask': 26145.9, 'lastTraded': None}",2019:03:04-07:45:00,26144.0,26142.5,26150.0,26148.5
10,"{'bid': 26149.1, 'ask': 26152.9, 'lastTraded': None}","{'bid': 26151.1, 'ask': 26154.9, 'lastTraded': None}",75,"{'bid': 26146.6, 'ask': 26150.4, 'lastTraded': None}","{'bid': 26147.1, 'ask': 26150.9, 'lastTraded': None}",2019:03:04-07:50:00,26149.0,26148.5,26153.0,26151.0
11,"{'bid': 26151.1, 'ask': 26154.9, 'lastTraded': None}","{'bid': 26155.1, 'ask': 26158.9, 'lastTraded': None}",141,"{'bid': 26148.6, 'ask': 26152.4, 'lastTraded': None}","{'bid': 26148.6, 'ask': 26152.4, 'lastTraded': None}",2019:03:04-07:55:00,26150.5,26150.5,26157.0,26153.0
12,"{'bid': 26143.6, 'ask': 26147.4, 'lastTraded': None}","{'bid': 26151.1, 'ask': 26154.9, 'lastTraded': None}",179,"{'bid': 26140.6, 'ask': 26144.4, 'lastTraded': None}","{'bid': 26150.6, 'ask': 26154.4, 'lastTraded': None}",2019:03:04-08:00:00,26152.5,26142.5,26153.0,26145.5
13,"{'bid': 26138.6, 'ask': 26142.4, 'lastTraded': None}","{'bid': 26145.6, 'ask': 26149.4, 'lastTraded': None}",244,"{'bid': 26136.6, 'ask': 26140.4, 'lastTraded': None}","{'bid': 26143.1, 'ask': 26146.9, 'lastTraded': None}",2019:03:04-08:05:00,26145.0,26138.5,26147.5,26140.5
14,"{'bid': 26137.1, 'ask': 26140.9, 'lastTraded': None}","{'bid': 26141.1, 'ask': 26144.9, 'lastTraded': None}",196,"{'bid': 26133.1, 'ask': 26136.9, 'lastTraded': None}","{'bid': 26138.1, 'ask': 26141.9, 'lastTraded': None}",2019:03:04-08:10:00,26140.0,26135.0,26143.0,26139.0
15,"{'bid': 26130.6, 'ask': 26134.4, 'lastTraded': None}","{'bid': 26137.6, 'ask': 26141.4, 'lastTraded': None}",222,"{'bid': 26127.1, 'ask': 26130.9, 'lastTraded': None}","{'bid': 26136.6, 'ask': 26140.4, 'lastTraded': None}",2019:03:04-08:15:00,26138.5,26129.0,26139.5,26132.5
16,"{'bid': 26131.1, 'ask': 26134.9, 'lastTraded': None}","{'bid': 26131.6, 'ask': 26135.4, 'lastTraded': None}",164,"{'bid': 26124.6, 'ask': 26128.4, 'lastTraded': None}","{'bid': 26130.1, 'ask': 26133.9, 'lastTraded': None}",2019:03:04-08:20:00,26132.0,26126.5,26133.5,26133.0
17,"{'bid': 26139.1, 'ask': 26142.9, 'lastTraded': None}","{'bid': 26139.6, 'ask': 26143.4, 'lastTraded': None}",170,"{'bid': 26130.6, 'ask': 26134.4, 'lastTraded': None}","{'bid': 26130.6, 'ask': 26134.4, 'lastTraded': None}",2019:03:04-08:25:00,26132.5,26132.5,26141.5,26141.0
18,"{'bid': 26134.6, 'ask': 26138.4, 'lastTraded': None}","{'bid': 26142.1, 'ask': 26145.9, 'lastTraded': None}",200,"{'bid': 26132.1, 'ask': 26135.9, 'lastTraded': None}","{'bid': 26138.6, 'ask': 26142.4, 'lastTraded': None}",2019:03:04-08:30:00,26140.5,26134.0,26144.0,26136.5
19,"{'bid': 26132.6, 'ask': 26136.4, 'lastTraded': None}","{'bid': 26137.6, 'ask': 26141.4, 'lastTraded': None}",55,"{'bid': 26132.6, 'ask': 26136.4, 'lastTraded': None}","{'bid': 26134.1, 'ask': 26137.9, 'lastTraded': None}",2019:03:04-08:35:00,26136.0,26134.5,26139.5,26134.5
20,"{'bid': 26130.1, 'ask': 26133.9, 'lastTraded': None}","{'bid': 26132.6, 'ask': 26136.4, 'lastTraded': None}",77,"{'bid': 26129.1, 'ask': 26132.9, 'lastTraded': None}","{'bid': 26131.6, 'ask': 26135.4, 'lastTraded': None}",2019:03:04-08:40:00,26133.5,26131.0,26134.5,26132.0
21,"{'bid': 26131.6, 'ask': 26135.4, 'lastTraded': None}","{'bid': 26137.6, 'ask': 26141.4, 'lastTraded': None}",104,"{'bid': 26131.1, 'ask': 26134.9, 'lastTraded': None}","{'bid': 26131.1, 'ask': 26134.9, 'lastTraded': None}",2019:03:04-08:45:00,26133.0,26133.0,26139.5,26133.5
22,"{'bid': 26138.6, 'ask': 26142.4, 'lastTraded': None}","{'bid': 26138.6, 'ask': 26142.4, 'lastTraded': None}",115,"{'bid': 26130.1, 'ask': 26133.9, 'lastTraded': None}","{'bid': 26131.1, 'ask': 26134.9, 'lastTraded': None}",2019:03:04-08:50:00,26133.0,26132.0,26140.5,26140.5
23,"{'bid': 26138.1, 'ask': 26141.9, 'lastTraded': None}","{'bid': 26141.6, 'ask': 26145.4, 'lastTraded': None}",94,"{'bid': 26134.6, 'ask': 26138.4, 'lastTraded': None}","{'bid': 26139.1, 'ask': 26142.9, 'lastTraded': None}",2019:03:04-08:55:00,26141.0,26136.5,26143.5,26140.0
24,"{'bid': 26134.1, 'ask': 26137.9, 'lastTraded': None}","{'bid': 26140.1, 'ask': 26143.9, 'lastTraded': None}",103,"{'bid': 26133.6, 'ask': 26137.4, 'lastTraded': None}","{'bid': 26138.6, 'ask': 26142.4, 'lastTraded': None}",2019:03:04-09:00:00,26140.5,26135.5,26142.0,26136.0
25,"{'bid': 26130.6, 'ask': 26134.4, 'lastTraded': None}","{'bid': 26136.1, 'ask': 26139.9, 'lastTraded': None}",91,"{'bid': 26130.6, 'ask': 26134.4, 'lastTraded': None}","{'bid': 26133.6, 'ask': 26137.4, 'lastTraded': None}",2019:03:04-09:05:00,26135.5,26132.5,26138.0,26132.5
26,"{'bid': 26125.6, 'ask': 26129.4, 'lastTraded': None}","{'bid': 26131.6, 'ask': 26135.4, 'lastTraded': None}",172,"{'bid': 26122.6, 'ask': 26126.4, 'lastTraded': None}","{'bid': 26130.1, 'ask': 26133.9, 'lastTraded': None}",2019:03:04-09:10:00,26132.0,26124.5,26133.5,26127.5
27,"{'bid': 26121.6, 'ask': 26125.4, 'lastTraded': None}","{'bid': 26127.1, 'ask': 26130.9, 'lastTraded': None}",227,"{'bid': 26116.1, 'ask': 26119.9, 'lastTraded': None}","{'bid': 26125.1, 'ask': 26128.9, 'lastTraded': None}",2019:03:04-09:15:00,26127.0,26118.0,26129.0,26123.5
