,closePrice,highPrice,lastTradedVolume,lowPrice,openPrice,snapshotTime,averageOpen,averageLow,averageHigh,averageClose
0,"{'ask': 25882.2, 'bid': 25880.6, 'lastTraded': None}","{'ask': 25883.2, 'bid': 25881.6, 'lastTraded': None}",2144,"{'ask': 25858.2, 'bid': 25856.6, 'lastTraded': None}","{'ask': 25868.7, 'bid': 25867.1, 'lastTraded': None}",2019:03:16-00:00:00,25867.9,25857.4,25882.4,25881.4
1,"{'ask': 25908.2, 'bid': 25906.6, 'lastTraded': None}","{'ask': 25910.2, 'bid': 25908.6, 'lastTraded': None}",2270,"{'ask': 25881.2, 'bid': 25879.6, 'lastTraded': None}","{'ask': 25883.2, 'bid': 25881.6, 'lastTraded': None}",2019:03:16-00:05:00,25882.4,25880.4,25909.4,25907.4
2,"{'ask': 25912.2, 'bid': 25910.6, 'lastTraded': None}","{'ask': 25921.7, 'bid': 25920.1, 'lastTraded': None}",2410,"{'ask': 25906.2, 'bid': 25904.6, 'lastTraded': None}","{'ask': 25909.2, 'bid': 25907.6, 'lastTraded': None}",2019:03:16-00:10:00,25908.4,25905.4,25920.9,25911.4
3,"{'ask': 25900.2, 'bid': 25898.6, 'lastTraded': None}","{'ask': 25921.2, 'bid': 25919.6, 'lastTraded': None}",2127,"{'ask': 25899.2, 'bid': 25897.6, 'lastTraded': None}","{'ask': 25911.7, 'bid': 25910.1, 'lastTraded': None}",2019:03:16-00:15:00,25910.9,25898.4,25920.4,25899.4
4,"{'ask': 25910.2, 'bid': 25908.6, 'lastTraded': None}","{'ask': 25912.2, 'bid': 25910.6, 'lastTraded': None}",2115,"{'ask': 25890.2, 'bid': 25888.6, 'lastTraded': None}","{'ask': 25901.2, 'bid': 25899.6, 'lastTraded': None}",2019:03:16-00:20:00,25900.4,25889.4,25911.4,25909.4
5,"{'ask': 25884.2, 'bid': 25882.6, 'lastTraded': None}","{'ask': 25911.2, 'bid': 25909.6, 'lastTraded': None}",2523,"{'ask': 25877.2, 'bid': 25875.6, 'lastTraded': None}","{'ask': 25910.7, 'bid': 25909.1, 'lastTraded': None}",2019:03:16-00:25:00,25909.9,25876.4,25910.4,25883.4
6,"{'ask': 25890.2, 'bid': 25888.6, 'lastTraded': None}","{'ask': 25899.2, 'bid': 25897.6, 'lastTraded': None}",1622,"{'ask': 25883.2, 'bid': 25881.6, 'lastTraded': None}","{'ask': 25883.7, 'bid': 25882.1, 'lastTraded': None}",2019:03:16-00:30:00,25882.9,25882.4,25898.4,25889.4
7,"{'ask': 25901.2, 'bid': 25899.6, 'lastTraded': None}","{'ask': 25903.2, 'bid': 25901.6, 'lastTraded': None}",1264,"{'ask': 25887.2, 'bid': 25885.6, 'lastTraded': None}","{'ask': 25887.2, 'bid': 25885.6, 'lastTraded': None}",2019:03:16-00:35:00,25886.4,25886.4,25902.4,25900.4
8,"{'ask': 25905.7, 'bid': 25904.1, 'lastTraded': None}","{'ask': 25909.7, 'bid': 25908.1, 'lastTraded': None}",899,"{'ask': 25893.2, 'bid': 25891.6, 'lastTraded': None}","{'ask': 25901.7, 'bid': 25900.1, 'lastTraded': None}",2019:03:16-00:40:00,25900.9,25892.4,25908.9,25904.9
9,"{'ask': 25913.7, 'bid': 25912.1, 'lastTraded': None}","{'ask': 25915.2, 'bid': 25913.6, 'lastTraded': None}",801,"{'ask': 25901.2, 'bid': 25899.6, 'lastTraded': None}","{'ask': 25905.2, 'bid': 25903.6, 'lastTraded': None}",2019:03:16-00:45:00,25904.4,25900.4,25914.4,25912.9
10,"{'ask': 25916.2, 'bid': 25914.6, 'lastTraded': None}","{'ask': 25929.2, 'bid': 25927.6, 'lastTraded': None}",2309,"{'ask': 25905.2, 'bid': 25903.6, 'lastTraded': None}","{'ask': 25914.2, 'bid': 25912.6, 'lastTraded': None}",2019:03:16-00:50:00,25913.4,25904.4,25928.4,25915.4
11,"{'ask': 25907.2, 'bid': 25905.6, 'lastTraded': None}","{'ask': 25918.2, 'bid': 25916.6, 'lastTraded': None}",1582,"{'ask': 25894.2, 'bid': 25892.6, 'lastTraded': None}","{'ask': 25916.7, 'bid': 25915.1, 'lastTraded': None}",2019:03:16-00:55:00,25915.9,25893.4,25917.4,25906.4
12,"{'ask': 25911.2, 'bid': 25909.6, 'lastTraded': None}","{'ask': 25915.2, 'bid': 25913.6, 'lastTraded': None}",1067,"{'ask': 25906.2, 'bid': 25904.6, 'lastTraded': None}","{'ask': 25907.7, 'bid': 25906.1, 'lastTraded': None}",2019:03:16-01:00:00,25906.9,25905.4,25914.4,25910.4
