,closePrice,highPrice,lastTradedVolume,lowPrice,openPrice,snapshotTime,averageOpen,averageLow,averageHigh,averageClose
0,"{'ask': 24007.9, 'lastTraded': None, 'bid': 24006.3}","{'ask': 24035.4, 'lastTraded': None, 'bid': 24033.8}",2807,"{'ask': 23965.9, 'lastTraded': None, 'bid': 23964.3}","{'ask': 23973.4, 'lastTraded': None, 'bid': 23971.8}",2018:12:18-00:00:00,23972.6,23965.1,24034.6,24007.1
1,"{'ask': 24057.4, 'lastTraded': None, 'bid': 24055.8}","{'ask': 24068.9, 'lastTraded': None, 'bid': 24067.3}",3270,"{'ask': 24006.9, 'lastTraded': None, 'bid': 24005.3}","{'ask': 24007.4, 'lastTraded': None, 'bid': 24005.8}",2018:12:18-00:05:00,24006.6,24006.1,24068.1,24056.6
2,"{'ask': 24057.2, 'lastTraded': None, 'bid': 24055.6}","{'ask': 24079.9, 'lastTraded': None, 'bid': 24078.3}",2241,"{'ask': 24044.9, 'lastTraded': None, 'bid': 24043.3}","{'ask': 24056.9, 'lastTraded': None, 'bid': 24055.3}",2018:12:18-00:10:00,24056.1,24044.1,24079.1,24056.4
3,"{'ask': 24044.7, 'lastTraded': None, 'bid': 24043.1}","{'ask': 24073.2, 'lastTraded': None, 'bid': 24071.6}",2234,"{'ask': 24035.7, 'lastTraded': None, 'bid': 24034.1}","{'ask': 24056.7, 'lastTraded': None, 'bid': 24055.1}",2018:12:18-00:15:00,24055.9,24034.9,24072.4,24043.9
4,"{'ask': 24043.7, 'lastTraded': None, 'bid': 24042.1}","{'ask': 24063.7, 'lastTraded': None, 'bid': 24062.1}",1961,"{'ask': 24037.2, 'lastTraded': None, 'bid': 24035.6}","{'ask': 24045.2, 'lastTraded': None, 'bid': 24043.6}",2018:12:18-00:20:00,24044.4,24036.4,24062.9,24042.9
5,"{'ask': 24020.7, 'lastTraded': None, 'bid': 24019.1}","{'ask': 24059.7, 'lastTraded': None, 'bid': 24058.1}",1913,"{'ask': 24017.2, 'lastTraded': None, 'bid': 24015.6}","{'ask': 24043.2, 'lastTraded': None, 'bid': 24041.6}",2018:12:18-00:25:00,24042.4,24016.4,24058.9,24019.9
6,"{'ask': 24005.7, 'lastTraded': None, 'bid': 24004.1}","{'ask': 24029.2, 'lastTraded': None, 'bid': 24027.6}",2561,"{'ask': 23989.7, 'lastTraded': None, 'bid': 23988.1}","{'ask': 24021.2, 'lastTraded': None, 'bid': 24019.6}",2018:12:18-00:30:00,24020.4,23988.9,24028.4,24004.9
7,"{'ask': 24019.7, 'lastTraded': None, 'bid': 24018.1}","{'ask': 24022.2, 'lastTraded': None, 'bid': 24020.6}",2710,"{'ask': 23989.2, 'lastTraded': None, 'bid': 23987.6}","{'ask': 24006.2, 'lastTraded': None, 'bid': 24004.6}",2018:12:18-00:35:00,24005.4,23988.4,24021.4,24018.9
8,"{'ask': 23997.7, 'lastTraded': None, 'bid': 23996.1}","{'ask': 24029.2, 'lastTraded': None, 'bid': 24027.6}",1917,"{'ask': 23983.2, 'lastTraded': None, 'bid': 23981.6}","{'ask': 24019.2, 'lastTraded': None, 'bid': 24017.6}",2018:12:18-00:40:00,24018.4,23982.4,24028.4,23996.9
9,"{'ask': 24044.7, 'lastTraded': None, 'bid': 24043.1}","{'ask': 24044.7, 'lastTraded': None, 'bid': 24043.1}",2525,"{'ask': 23980.7, 'lastTraded': None, 'bid': 23979.1}","{'ask': 23998.2, 'lastTraded': None, 'bid': 23996.6}",2018:12:18-00:45:00,23997.4,23979.9,24043.9,24043.9
