,closePrice,highPrice,lastTradedVolume,lowPrice,openPrice,snapshotTime,averageOpen,averageLow,averageHigh,averageClose
0,"{'lastTraded': None, 'bid': 24541.1, 'ask': 24542.7}","{'lastTraded': None, 'bid': 24571.6, 'ask': 24573.2}",3571,"{'lastTraded': None, 'bid': 24508.6, 'ask': 24510.2}","{'lastTraded': None, 'bid': 24571.1, 'ask': 24572.7}",2018:12:12-00:00:00,24571.9,24509.4,24572.4,24541.9
1,"{'lastTraded': None, 'bid': 24563.1, 'ask': 24564.7}","{'lastTraded': None, 'bid': 24567.1, 'ask': 24568.7}",3112,"{'lastTraded': None, 'bid': 24514.6, 'ask': 24516.2}","{'lastTraded': None, 'bid': 24541.6, 'ask': 24543.2}",2018:12:12-00:05:00,24542.4,24515.4,24567.9,24563.9
2,"{'lastTraded': None, 'bid': 24502.6, 'ask': 24504.2}","{'lastTraded': None, 'bid': 24572.6, 'ask': 24574.2}",2932,"{'lastTraded': None, 'bid': 24490.6, 'ask': 24492.2}","{'lastTraded': None, 'bid': 24562.1, 'ask': 24563.7}",2018:12:12-00:10:00,24562.9,24491.4,24573.4,24503.4
3,"{'lastTraded': None, 'bid': 24525.6, 'ask': 24527.2}","{'lastTraded': None, 'bid': 24531.6, 'ask': 24533.2}",4105,"{'lastTraded': None, 'bid': 24474.6, 'ask': 24476.2}","{'lastTraded': None, 'bid': 24501.6, 'ask': 24503.2}",2018:12:12-00:15:00,24502.4,24475.4,24532.4,24526.4
4,"{'lastTraded': None, 'bid': 24525.6, 'ask': 24527.2}","{'lastTraded': None, 'bid': 24538.1, 'ask': 24539.7}",2709,"{'lastTraded': None, 'bid': 24494.6, 'ask': 24496.2}","{'lastTraded': None, 'bid': 24526.1, 'ask': 24527.7}",2018:12:12-00:20:00,24526.9,24495.4,24538.9,24526.4
5,"{'lastTraded': None, 'bid': 24500.1, 'ask': 24501.7}","{'lastTraded': None, 'bid': 24538.1, 'ask': 24539.7}",3606,"{'lastTraded': None, 'bid': 24477.1, 'ask': 24478.7}","{'lastTraded': None, 'bid': 24526.1, 'ask': 24527.7}",2018:12:12-00:25:00,24526.9,24477.9,24538.9,24500.9
6,"{'lastTraded': None, 'bid': 24449.1, 'ask': 24450.7}","{'lastTraded': None, 'bid': 24511.1, 'ask': 24512.7}",3175,"{'lastTraded': None, 'bid': 24435.6, 'ask': 24437.2}","{'lastTraded': None, 'bid': 24499.6, 'ask': 24501.2}",2018:12:12-00:30:00,24500.4,24436.4,24511.9,24449.9
7,"{'lastTraded': None, 'bid': 24475.6, 'ask': 24477.2}","{'lastTraded': None, 'bid': 24482.1, 'ask': 24483.7}",2386,"{'lastTraded': None, 'bid': 24444.1, 'ask': 24445.7}","{'lastTraded': None, 'bid': 24448.1, 'ask': 24449.7}",2018:12:12-00:35:00,24448.9,24444.9,24482.9,24476.4
8,"{'lastTraded': None, 'bid': 24459.1, 'ask': 24460.7}","{'lastTraded': None, 'bid': 24476.6, 'ask': 24478.2}",2944,"{'lastTraded': None, 'bid': 24421.1, 'ask': 24422.7}","{'lastTraded': None, 'bid': 24476.1, 'ask': 24477.7}",2018:12:12-00:40:00,24476.9,24421.9,24477.4,24459.9
9,"{'lastTraded': None, 'bid': 24470.6, 'ask': 24472.2}","{'lastTraded': None, 'bid': 24478.6, 'ask': 24480.2}",2930,"{'lastTraded': None, 'bid': 24436.1, 'ask': 24437.7}","{'lastTraded': None, 'bid': 24458.1, 'ask': 24459.7}",2018:12:12-00:45:00,24458.9,24436.9,24479.4,24471.4
10,"{'lastTraded': None, 'bid': 24499.6, 'ask': 24501.2}","{'lastTraded': None, 'bid': 24502.1, 'ask': 24503.7}",2392,"{'lastTraded': None, 'bid': 24466.6, 'ask': 24468.2}","{'lastTraded': None, 'bid': 24470.1, 'ask': 24471.7}",2018:12:12-00:50:00,24470.9,24467.4,24502.9,24500.4
11,"{'lastTraded': None, 'bid': 24505.6, 'ask': 24507.2}","{'lastTraded': None, 'bid': 24520.1, 'ask': 24521.7}",2710,"{'lastTraded': None, 'bid': 24467.6, 'ask': 24469.2}","{'lastTraded': None, 'bid': 24499.1, 'ask': 24500.7}",2018:12:12-00:55:00,24499.9,24468.4,24520.9,24506.4
12,"{'lastTraded': None, 'bid': 24395.1, 'ask': 24396.7}","{'lastTraded': None, 'bid': 24505.1, 'ask': 24506.7}",3456,"{'lastTraded': None, 'bid': 24392.6, 'ask': 24394.2}","{'lastTraded': None, 'bid': 24505.1, 'ask': 24506.7}",2018:12:12-01:00:00,24505.9,24393.4,24505.9,24395.9
13,"{'lastTraded': None, 'bid': 24383.1, 'ask': 24384.7}","{'lastTraded': None, 'bid': 24417.6, 'ask': 24419.2}",6027,"{'lastTraded': None, 'bid': 24351.1, 'ask': 24352.7}","{'lastTraded': None, 'bid': 24394.1, 'ask': 24395.7}",2018:12:12-01:05:00,24394.9,24351.9,24418.4,24383.9
14,"{'lastTraded': None, 'bid': 24349.1, 'ask': 24350.7}","{'lastTraded': None, 'bid': 24383.6, 'ask': 24385.2}",3668,"{'lastTraded': None, 'bid': 24332.6, 'ask': 24334.2}","{'lastTraded': None, 'bid': 24383.6, 'ask': 24385.2}",2018:12:12-01:10:00,24384.4,24333.4,24384.4,24349.9
15,"{'lastTraded': None, 'bid': 24324.1, 'ask': 24325.7}","{'lastTraded': None, 'bid': 24352.1, 'ask': 24353.7}",3250,"{'lastTraded': None, 'bid': 24303.1, 'ask': 24304.7}","{'lastTraded': None, 'bid': 24348.6, 'ask': 24350.2}",2018:12:12-01:15:00,24349.4,24303.9,24352.9,24324.9
16,"{'lastTraded': None, 'bid': 24366.6, 'ask': 24368.2}","{'lastTraded': None, 'bid': 24385.6, 'ask': 24387.2}",3351,"{'lastTraded': None, 'bid': 24320.6, 'ask': 24322.2}","{'lastTraded': None, 'bid': 24325.1, 'ask': 24326.7}",2018:12:12-01:20:00,24325.9,24321.4,24386.4,24367.4
17,"{'lastTraded': None, 'bid': 24324.1, 'ask': 24325.7}","{'lastTraded': None, 'bid': 24377.1, 'ask': 24378.7}",1580,"{'lastTraded': None, 'bid': 24323.6, 'ask': 24325.2}","{'lastTraded': None, 'bid': 24365.1, 'ask': 24366.7}",2018:12:12-01:25:00,24365.9,24324.4,24377.9,24324.9
18,"{'lastTraded': None, 'bid': 24331.1, 'ask': 24332.7}","{'lastTraded': None, 'bid': 24366.1, 'ask': 24367.7}",2908,"{'lastTraded': None, 'bid': 24304.1, 'ask': 24305.7}","{'lastTraded': None, 'bid': 24324.6, 'ask': 24326.2}",2018:12:12-01:30:00,24325.4,24304.9,24366.9,24331.9
19,"{'lastTraded': None, 'bid': 24328.1, 'ask': 24329.7}","{'lastTraded': None, 'bid': 24354.1, 'ask': 24355.7}",1667,"{'lastTraded': None, 'bid': 24322.6, 'ask': 24324.2}","{'lastTraded': None, 'bid': 24331.6, 'ask': 24333.2}",2018:12:12-01:35:00,24332.4,24323.4,24354.9,24328.9
20,"{'lastTraded': None, 'bid': 24384.6, 'ask': 24386.2}","{'lastTraded': None, 'bid': 24390.6, 'ask': 24392.2}",2685,"{'lastTraded': None, 'bid': 24326.1, 'ask': 24327.7}","{'lastTraded': None, 'bid': 24328.6, 'ask': 24330.2}",2018:12:12-01:40:00,24329.4,24326.9,24391.4,24385.4
21,"{'lastTraded': None, 'bid': 24368.1, 'ask': 24369.7}","{'lastTraded': None, 'bid': 24389.6, 'ask': 24391.2}",2084,"{'lastTraded': None, 'bid': 24354.1, 'ask': 24355.7}","{'lastTraded': None, 'bid': 24385.1, 'ask': 24386.7}",2018:12:12-01:45:00,24385.9,24354.9,24390.4,24368.9
22,"{'lastTraded': None, 'bid': 24355.6, 'ask': 24357.2}","{'lastTraded': None, 'bid': 24370.6, 'ask': 24372.2}",1497,"{'lastTraded': None, 'bid': 24344.1, 'ask': 24345.7}","{'lastTraded': None, 'bid': 24368.6, 'ask': 24370.2}",2018:12:12-01:50:00,24369.4,24344.9,24371.4,24356.4
23,"{'lastTraded': None, 'bid': 24346.6, 'ask': 24348.2}","{'lastTraded': None, 'bid': 24371.6, 'ask': 24373.2}",2013,"{'lastTraded': None, 'bid': 24331.6, 'ask': 24333.2}","{'lastTraded': None, 'bid': 24355.1, 'ask': 24356.7}",2018:12:12-01:55:00,24355.9,24332.4,24372.4,24347.4
