,closePrice,highPrice,lastTradedVolume,lowPrice,openPrice,snapshotTime,averageOpen,averageLow,averageHigh,averageClose
0,"{'bid': 23524.0, 'lastTraded': None, 'ask': 23525.6}","{'bid': 23541.0, 'lastTraded': None, 'ask': 23542.6}",2267,"{'bid': 23483.5, 'lastTraded': None, 'ask': 23485.1}","{'bid': 23497.5, 'lastTraded': None, 'ask': 23499.1}",2019:01:08-00:00:00,23498.3,23484.3,23541.8,23524.8
1,"{'bid': 23502.5, 'lastTraded': None, 'ask': 23504.1}","{'bid': 23528.5, 'lastTraded': None, 'ask': 23530.1}",2112,"{'bid': 23484.5, 'lastTraded': None, 'ask': 23486.1}","{'bid': 23523.5, 'lastTraded': None, 'ask': 23525.1}",2019:01:08-00:05:00,23524.3,23485.3,23529.3,23503.3
2,"{'bid': 23506.0, 'lastTraded': None, 'ask': 23507.6}","{'bid': 23533.0, 'lastTraded': None, 'ask': 23534.6}",2012,"{'bid': 23489.0, 'lastTraded': None, 'ask': 23490.6}","{'bid': 23503.0, 'lastTraded': None, 'ask': 23504.6}",2019:01:08-00:10:00,23503.8,23489.8,23533.8,23506.8
3,"{'bid': 23520.5, 'lastTraded': None, 'ask': 23522.1}","{'bid': 23529.5, 'lastTraded': None, 'ask': 23531.1}",1328,"{'bid': 23502.0, 'lastTraded': None, 'ask': 23503.6}","{'bid': 23505.5, 'lastTraded': None, 'ask': 23507.1}",2019:01:08-00:15:00,23506.3,23502.8,23530.3,23521.3
4,"{'bid': 23518.5, 'lastTraded': None, 'ask': 23520.1}","{'bid': 23539.0, 'lastTraded': None, 'ask': 23540.6}",1469,"{'bid': 23505.5, 'lastTraded': None, 'ask': 23507.1}","{'bid': 23520.0, 'lastTraded': None, 'ask': 23521.6}",2019:01:08-00:20:00,23520.8,23506.3,23539.8,23519.3
5,"{'bid': 23512.5, 'lastTraded': None, 'ask': 23514.1}","{'bid': 23518.5, 'lastTraded': None, 'ask': 23520.1}",1772,"{'bid': 23486.0, 'lastTraded': None, 'ask': 23487.6}","{'bid': 23518.0, 'lastTraded': None, 'ask': 23519.6}",2019:01:08-00:25:00,23518.8,23486.8,23519.3,23513.3
6,"{'bid': 23518.5, 'lastTraded': None, 'ask': 23520.1}","{'bid': 23526.5, 'lastTraded': None, 'ask': 23528.1}",1465,"{'bid': 23490.0, 'lastTraded': None, 'ask': 23491.6}","{'bid': 23512.0, 'lastTraded': None, 'ask': 23513.6}",2019:01:08-00:30:00,23512.8,23490.8,23527.3,23519.3
7,"{'bid': 23563.5, 'lastTraded': None, 'ask': 23565.1}","{'bid': 23584.5, 'lastTraded': None, 'ask': 23586.1}",3466,"{'bid': 23517.5, 'lastTraded': None, 'ask': 23519.1}","{'bid': 23519.0, 'lastTraded': None, 'ask': 23520.6}",2019:01:08-00:35:00,23519.8,23518.3,23585.3,23564.3
8,"{'bid': 23584.0, 'lastTraded': None, 'ask': 23585.6}","{'bid': 23588.5, 'lastTraded': None, 'ask': 23590.1}",1991,"{'bid': 23553.0, 'lastTraded': None, 'ask': 23554.6}","{'bid': 23564.0, 'lastTraded': None, 'ask': 23565.6}",2019:01:08-00:40:00,23564.8,23553.8,23589.3,23584.8
9,"{'bid': 23573.5, 'lastTraded': None, 'ask': 23575.1}","{'bid': 23591.5, 'lastTraded': None, 'ask': 23593.1}",2268,"{'bid': 23561.0, 'lastTraded': None, 'ask': 23562.6}","{'bid': 23583.5, 'lastTraded': None, 'ask': 23585.1}",2019:01:08-00:45:00,23584.3,23561.8,23592.3,23574.3
