,closePrice,highPrice,lastTradedVolume,lowPrice,openPrice,snapshotTime,averageOpen,averageLow,averageHigh,averageClose
0,"{'lastTraded': None, 'ask': 24377.8, 'bid': 24376.2}","{'lastTraded': None, 'ask': 24419.3, 'bid': 24417.7}",2878,"{'lastTraded': None, 'ask': 24376.3, 'bid': 24374.7}","{'lastTraded': None, 'ask': 24405.3, 'bid': 24403.7}",2019:01:29-00:00:00,24404.5,24375.5,24418.5,24377.0
1,"{'lastTraded': None, 'ask': 24398.8, 'bid': 24397.2}","{'lastTraded': None, 'ask': 24403.8, 'bid': 24402.2}",1976,"{'lastTraded': None, 'ask': 24375.3, 'bid': 24373.7}","{'lastTraded': None, 'ask': 24377.3, 'bid': 24375.7}",2019:01:29-00:05:00,24376.5,24374.5,24403.0,24398.0
2,"{'lastTraded': None, 'ask': 24435.8, 'bid': 24434.2}","{'lastTraded': None, 'ask': 24444.3, 'bid': 24442.7}",2444,"{'lastTraded': None, 'ask': 24388.3, 'bid': 24386.7}","{'lastTraded': None, 'ask': 24399.3, 'bid': 24397.7}",2019:01:29-00:10:00,24398.5,24387.5,24443.5,24435.0
3,"{'lastTraded': None, 'ask': 24407.8, 'bid': 24406.2}","{'lastTraded': None, 'ask': 24439.3, 'bid': 24437.7}",1678,"{'lastTraded': None, 'ask': 24403.8, 'bid': 24402.2}","{'lastTraded': None, 'ask': 24436.3, 'bid': 24434.7}",2019:01:29-00:15:00,24435.5,24403.0,24438.5,24407.0
4,"{'lastTraded': None, 'ask': 24424.3, 'bid': 24422.7}","{'lastTraded': None, 'ask': 24434.3, 'bid': 24432.7}",2302,"{'lastTraded': None, 'ask': 24401.8, 'bid': 24400.2}","{'lastTraded': None, 'ask': 24407.3, 'bid': 24405.7}",2019:01:29-00:20:00,24406.5,24401.0,24433.5,24423.5
5,"{'lastTraded': None, 'ask': 24423.3, 'bid': 24421.7}","{'lastTraded': None, 'ask': 24439.3, 'bid': 24437.7}",1842,"{'lastTraded': None, 'ask': 24416.3, 'bid': 24414.7}","{'lastTraded': None, 'ask': 24423.8, 'bid': 24422.2}",2019:01:29-00:25:00,24423.0,24415.5,24438.5,24422.5
6,"{'lastTraded': None, 'ask': 24418.8, 'bid': 24417.2}","{'lastTraded': None, 'ask': 24448.8, 'bid': 24447.2}",2443,"{'lastTraded': None, 'ask': 24410.3, 'bid': 24408.7}","{'lastTraded': None, 'ask': 24423.8, 'bid': 24422.2}",2019:01:29-00:30:00,24423.0,24409.5,24448.0,24418.0
7,"{'lastTraded': None, 'ask': 24401.3, 'bid': 24399.7}","{'lastTraded': None, 'ask': 24424.3, 'bid': 24422.7}",2298,"{'lastTraded': None, 'ask': 24393.3, 'bid': 24391.7}","{'lastTraded': None, 'ask': 24420.3, 'bid': 24418.7}",2019:01:29-00:35:00,24419.5,24392.5,24423.5,24400.5
8,"{'lastTraded': None, 'ask': 24383.3, 'bid': 24381.7}","{'lastTraded': None, 'ask': 24401.8, 'bid': 24400.2}",1624,"{'lastTraded': None, 'ask': 24379.3, 'bid': 24377.7}","{'lastTraded': None, 'ask': 24401.8, 'bid': 24400.2}",2019:01:29-00:40:00,24401.0,24378.5,24401.0,24382.5
9,"{'lastTraded': None, 'ask': 24366.8, 'bid': 24365.2}","{'lastTraded': None, 'ask': 24396.3, 'bid': 24394.7}",3960,"{'lastTraded': None, 'ask': 24338.3, 'bid': 24336.7}","{'lastTraded': None, 'ask': 24381.3, 'bid': 24379.7}",2019:01:29-00:45:00,24380.5,24337.5,24395.5,24366.0
10,"{'lastTraded': None, 'ask': 24348.3, 'bid': 24346.7}","{'lastTraded': None, 'ask': 24379.3, 'bid': 24377.7}",1756,"{'lastTraded': None, 'ask': 24346.3, 'bid': 24344.7}","{'lastTraded': None, 'ask': 24366.3, 'bid': 24364.7}",2019:01:29-00:50:00,24365.5,24345.5,24378.5,24347.5
11,"{'lastTraded': None, 'ask': 24346.8, 'bid': 24345.2}","{'lastTraded': None, 'ask': 24369.3, 'bid': 24367.7}",2014,"{'lastTraded': None, 'ask': 24342.3, 'bid': 24340.7}","{'lastTraded': None, 'ask': 24347.8, 'bid': 24346.2}",2019:01:29-00:55:00,24347.0,24341.5,24368.5,24346.0
12,"{'lastTraded': None, 'ask': 24347.3, 'bid': 24345.7}","{'lastTraded': None, 'ask': 24358.3, 'bid': 24356.7}",2515,"{'lastTraded': None, 'ask': 24323.8, 'bid': 24322.2}","{'lastTraded': None, 'ask': 24345.8, 'bid': 24344.2}",2019:01:29-01:00:00,24345.0,24323.0,24357.5,24346.5
13,"{'lastTraded': None, 'ask': 24365.3, 'bid': 24363.7}","{'lastTraded': None, 'ask': 24365.3, 'bid': 24363.7}",1509,"{'lastTraded': None, 'ask': 24336.3, 'bid': 24334.7}","{'lastTraded': None, 'ask': 24346.8, 'bid': 24345.2}",2019:01:29-01:05:00,24346.0,24335.5,24364.5,24364.5
14,"{'lastTraded': None, 'ask': 24362.8, 'bid': 24361.2}","{'lastTraded': None, 'ask': 24371.3, 'bid': 24369.7}",1179,"{'lastTraded': None, 'ask': 24354.3, 'bid': 24352.7}","{'lastTraded': None, 'ask': 24364.8, 'bid': 24363.2}",2019:01:29-01:10:00,24364.0,24353.5,24370.5,24362.0
15,"{'lastTraded': None, 'ask': 24370.3, 'bid': 24368.7}","{'lastTraded': None, 'ask': 24380.3, 'bid': 24378.7}",1122,"{'lastTraded': None, 'ask': 24362.8, 'bid': 24361.2}","{'lastTraded': None, 'ask': 24363.3, 'bid': 24361.7}",2019:01:29-01:15:00,24362.5,24362.0,24379.5,24369.5
16,"{'lastTraded': None, 'ask': 24390.3, 'bid': 24388.7}","{'lastTraded': None, 'ask': 24390.3, 'bid': 24388.7}",1213,"{'lastTraded': None, 'ask': 24366.8, 'bid': 24365.2}","{'lastTraded': None, 'ask': 24369.8, 'bid': 24368.2}",2019:01:29-01:20:00,24369.0,24366.0,24389.5,24389.5
17,"{'lastTraded': None, 'ask': 24390.3, 'bid': 24388.7}","{'lastTraded': None, 'ask': 24400.3, 'bid': 24398.7}",1511,"{'lastTraded': None, 'ask': 24380.3, 'bid': 24378.7}","{'lastTraded': None, 'ask': 24390.8, 'bid': 24389.2}",2019:01:29-01:25:00,24390.0,24379.5,24399.5,24389.5
18,"{'lastTraded': None, 'ask': 24392.8, 'bid': 24391.2}","{'lastTraded': None, 'ask': 24402.8, 'bid': 24401.2}",907,"{'lastTraded': None, 'ask': 24385.3, 'bid': 24383.7}","{'lastTraded': None, 'ask': 24391.8, 'bid': 24390.2}",2019:01:29-01:30:00,24391.0,24384.5,24402.0,24392.0
19,"{'lastTraded': None, 'ask': 24396.3, 'bid': 24394.7}","{'lastTraded': None, 'ask': 24401.3, 'bid': 24399.7}",841,"{'lastTraded': None, 'ask': 24376.8, 'bid': 24375.2}","{'lastTraded': None, 'ask': 24392.3, 'bid': 24390.7}",2019:01:29-01:35:00,24391.5,24376.0,24400.5,24395.5
20,"{'lastTraded': None, 'ask': 24392.8, 'bid': 24391.2}","{'lastTraded': None, 'ask': 24412.3, 'bid': 24410.7}",782,"{'lastTraded': None, 'ask': 24392.8, 'bid': 24391.2}","{'lastTraded': None, 'ask': 24396.8, 'bid': 24395.2}",2019:01:29-01:40:00,24396.0,24392.0,24411.5,24392.0
21,"{'lastTraded': None, 'ask': 24402.8, 'bid': 24401.2}","{'lastTraded': None, 'ask': 24405.8, 'bid': 24404.2}",568,"{'lastTraded': None, 'ask': 24391.3, 'bid': 24389.7}","{'lastTraded': None, 'ask': 24393.3, 'bid': 24391.7}",2019:01:29-01:45:00,24392.5,24390.5,24405.0,24402.0
22,"{'lastTraded': None, 'ask': 24395.8, 'bid': 24394.2}","{'lastTraded': None, 'ask': 24411.3, 'bid': 24409.7}",1005,"{'lastTraded': None, 'ask': 24388.8, 'bid': 24387.2}","{'lastTraded': None, 'ask': 24403.3, 'bid': 24401.7}",2019:01:29-01:50:00,24402.5,24388.0,24410.5,24395.0
