,closePrice,highPrice,lastTradedVolume,lowPrice,openPrice,snapshotTime,averageOpen,averageLow,averageHigh,averageClose
0,"{'lastTraded': None, 'bid': 26138.8, 'ask': 26140.4}","{'lastTraded': None, 'bid': 26142.3, 'ask': 26143.9}",1191,"{'lastTraded': None, 'bid': 26125.3, 'ask': 26126.9}","{'lastTraded': None, 'bid': 26134.3, 'ask': 26135.9}",2019:04:11-00:00:00,26135.1,26126.1,26143.1,26139.6
1,"{'lastTraded': None, 'bid': 26131.3, 'ask': 26132.9}","{'lastTraded': None, 'bid': 26141.3, 'ask': 26142.9}",494,"{'lastTraded': None, 'bid': 26131.3, 'ask': 26132.9}","{'lastTraded': None, 'bid': 26139.3, 'ask': 26140.9}",2019:04:11-00:05:00,26140.1,26132.1,26142.1,26132.1
2,"{'lastTraded': None, 'bid': 26129.3, 'ask': 26130.9}","{'lastTraded': None, 'bid': 26133.3, 'ask': 26134.9}",529,"{'lastTraded': None, 'bid': 26123.8, 'ask': 26125.4}","{'lastTraded': None, 'bid': 26132.3, 'ask': 26133.9}",2019:04:11-00:10:00,26133.1,26124.6,26134.1,26130.1
3,"{'lastTraded': None, 'bid': 26131.3, 'ask': 26132.9}","{'lastTraded': None, 'bid': 26135.3, 'ask': 26136.9}",475,"{'lastTraded': None, 'bid': 26128.8, 'ask': 26130.4}","{'lastTraded': None, 'bid': 26128.8, 'ask': 26130.4}",2019:04:11-00:15:00,26129.6,26129.6,26136.1,26132.1
4,"{'lastTraded': None, 'bid': 26136.3, 'ask': 26137.9}","{'lastTraded': None, 'bid': 26138.3, 'ask': 26139.9}",622,"{'lastTraded': None, 'bid': 26129.3, 'ask': 26130.9}","{'lastTraded': None, 'bid': 26131.8, 'ask': 26133.4}",2019:04:11-00:20:00,26132.6,26130.1,26139.1,26137.1
5,"{'lastTraded': None, 'bid': 26136.3, 'ask': 26137.9}","{'lastTraded': None, 'bid': 26139.3, 'ask': 26140.9}",806,"{'lastTraded': None, 'bid': 26134.3, 'ask': 26135.9}","{'lastTraded': None, 'bid': 26138.3, 'ask': 26139.9}",2019:04:11-00:25:00,26139.1,26135.1,26140.1,26137.1
6,"{'lastTraded': None, 'bid': 26140.3, 'ask': 26141.9}","{'lastTraded': None, 'bid': 26144.3, 'ask': 26145.9}",541,"{'lastTraded': None, 'bid': 26133.3, 'ask': 26134.9}","{'lastTraded': None, 'bid': 26137.3, 'ask': 26138.9}",2019:04:11-00:30:00,26138.1,26134.1,26145.1,26141.1
7,"{'lastTraded': None, 'bid': 26132.3, 'ask': 26133.9}","{'lastTraded': None, 'bid': 26142.3, 'ask': 26143.9}",566,"{'lastTraded': None, 'bid': 26132.3, 'ask': 26133.9}","{'lastTraded': None, 'bid': 26139.8, 'ask': 26141.4}",2019:04:11-00:35:00,26140.6,26133.1,26143.1,26133.1
8,"{'lastTraded': None, 'bid': 26123.3, 'ask': 26124.9}","{'lastTraded': None, 'bid': 26133.3, 'ask': 26134.9}",561,"{'lastTraded': None, 'bid': 26122.8, 'ask': 26124.4}","{'lastTraded': None, 'bid': 26132.8, 'ask': 26134.4}",2019:04:11-00:40:00,26133.6,26123.6,26134.1,26124.1
9,"{'lastTraded': None, 'bid': 26120.3, 'ask': 26121.9}","{'lastTraded': None, 'bid': 26123.3, 'ask': 26124.9}",911,"{'lastTraded': None, 'bid': 26111.3, 'ask': 26112.9}","{'lastTraded': None, 'bid': 26122.8, 'ask': 26124.4}",2019:04:11-00:45:00,26123.6,26112.1,26124.1,26121.1
10,"{'lastTraded': None, 'bid': 26123.3, 'ask': 26124.9}","{'lastTraded': None, 'bid': 26124.3, 'ask': 26125.9}",522,"{'lastTraded': None, 'bid': 26118.3, 'ask': 26119.9}","{'lastTraded': None, 'bid': 26121.3, 'ask': 26122.9}",2019:04:11-00:50:00,26122.1,26119.1,26125.1,26124.1
11,"{'lastTraded': None, 'bid': 26117.8, 'ask': 26119.4}","{'lastTraded': None, 'bid': 26125.3, 'ask': 26126.9}",329,"{'lastTraded': None, 'bid': 26115.8, 'ask': 26117.4}","{'lastTraded': None, 'bid': 26123.8, 'ask': 26125.4}",2019:04:11-00:55:00,26124.6,26116.6,26126.1,26118.6
12,"{'lastTraded': None, 'bid': 26123.3, 'ask': 26124.9}","{'lastTraded': None, 'bid': 26127.8, 'ask': 26129.4}",466,"{'lastTraded': None, 'bid': 26117.3, 'ask': 26118.9}","{'lastTraded': None, 'bid': 26118.3, 'ask': 26119.9}",2019:04:11-01:00:00,26119.1,26118.1,26128.6,26124.1
13,"{'lastTraded': None, 'bid': 26124.3, 'ask': 26125.9}","{'lastTraded': None, 'bid': 26131.3, 'ask': 26132.9}",514,"{'lastTraded': None, 'bid': 26121.8, 'ask': 26123.4}","{'lastTraded': None, 'bid': 26122.8, 'ask': 26124.4}",2019:04:11-01:05:00,26123.6,26122.6,26132.1,26125.1
14,"{'lastTraded': None, 'bid': 26124.8, 'ask': 26126.4}","{'lastTraded': None, 'bid': 26129.3, 'ask': 26130.9}",452,"{'lastTraded': None, 'bid': 26122.3, 'ask': 26123.9}","{'lastTraded': None, 'bid': 26124.8, 'ask': 26126.4}",2019:04:11-01:10:00,26125.6,26123.1,26130.1,26125.6
15,"{'lastTraded': None, 'bid': 26135.3, 'ask': 26136.9}","{'lastTraded': None, 'bid': 26138.3, 'ask': 26139.9}",788,"{'lastTraded': None, 'bid': 26125.3, 'ask': 26126.9}","{'lastTraded': None, 'bid': 26125.3, 'ask': 26126.9}",2019:04:11-01:15:00,26126.1,26126.1,26139.1,26136.1
16,"{'lastTraded': None, 'bid': 26133.3, 'ask': 26134.9}","{'lastTraded': None, 'bid': 26137.3, 'ask': 26138.9}",299,"{'lastTraded': None, 'bid': 26129.3, 'ask': 26130.9}","{'lastTraded': None, 'bid': 26135.8, 'ask': 26137.4}",2019:04:11-01:20:00,26136.6,26130.1,26138.1,26134.1
17,"{'lastTraded': None, 'bid': 26135.8, 'ask': 26137.4}","{'lastTraded': None, 'bid': 26139.3, 'ask': 26140.9}",408,"{'lastTraded': None, 'bid': 26133.8, 'ask': 26135.4}","{'lastTraded': None, 'bid': 26133.8, 'ask': 26135.4}",2019:04:11-01:25:00,26134.6,26134.6,26140.1,26136.6
18,"{'lastTraded': None, 'bid': 26135.3, 'ask': 26136.9}","{'lastTraded': None, 'bid': 26137.3, 'ask': 26138.9}",427,"{'lastTraded': None, 'bid': 26132.3, 'ask': 26133.9}","{'lastTraded': None, 'bid': 26135.3, 'ask': 26136.9}",2019:04:11-01:30:00,26136.1,26133.1,26138.1,26136.1
